group,memory_phase,roi,condition,el,subject,rsa
ptsd,retrieval,A9m,CS-,early,110,0.18733023975688767
ptsd,retrieval,A9m,CS-,early,111,0.013662534425510521
ptsd,retrieval,A9m,CS-,early,112,-0.048237944320246494
ptsd,retrieval,A9m,CS-,early,113,-0.16320488455100354
ptsd,retrieval,A9m,CS-,early,114,0.03214022725797685
ptsd,retrieval,A9m,CS-,early,115,0.05975857788037374
ptsd,retrieval,A9m,CS-,early,116,0.19175122121304142
ptsd,retrieval,A9m,CS-,early,117,0.09630001767815977
ptsd,retrieval,A9m,CS-,early,118,-0.01559643339807109
ptsd,retrieval,A9m,CS-,early,121,0.36522756186903477
ptsd,retrieval,A9m,CS-,early,122,0.044287426322767644
ptsd,retrieval,A9m,CS-,early,123,0.2227835047884398
ptsd,retrieval,A9m,CS-,early,124,0.15579985485106176
ptsd,retrieval,A9m,CS-,early,125,0.04707096902952911
ptsd,retrieval,A8m,CS-,early,101,0.4855980056445895
ptsd,retrieval,A8m,CS-,early,102,0.08247301081991602
ptsd,retrieval,A8m,CS-,early,103,0.20661603680827467
ptsd,retrieval,A8m,CS-,early,104,0.2312953904316785
ptsd,retrieval,A8m,CS-,early,105,-0.08862417698016652
ptsd,retrieval,A8m,CS-,early,106,0.427102185553636
ptsd,retrieval,A8m,CS-,early,107,0.1941593856129371
ptsd,retrieval,A8m,CS-,early,108,0.9315460683853859
ptsd,retrieval,A8m,CS-,early,109,0.009205887617385814
ptsd,retrieval,A8m,CS-,early,110,0.29017446464024016
ptsd,retrieval,A8m,CS-,early,111,0.03930007122872899
ptsd,retrieval,A8m,CS-,early,112,0.38152558055613406
ptsd,retrieval,A8m,CS-,early,113,0.12193445898483422
ptsd,retrieval,A8m,CS-,early,114,0.2677094984114104
ptsd,retrieval,A8m,CS-,early,115,0.15661160347172956
ptsd,retrieval,A8m,CS-,early,116,0.3547050649001063
ptsd,retrieval,A8m,CS-,early,117,0.2983708141396652
ptsd,retrieval,A8m,CS-,early,118,-0.04084267921607657
ptsd,retrieval,A8m,CS-,early,121,0.1120407890273678
ptsd,retrieval,A8m,CS-,early,122,0.27671504667980135
ptsd,retrieval,A8m,CS-,early,123,0.03190853335486394
ptsd,retrieval,A8m,CS-,early,124,0.18939546634067517
ptsd,retrieval,A8m,CS-,early,125,0.1572623639355147
ptsd,retrieval,A6m,CS-,early,101,0.2365499668650401
ptsd,retrieval,A6m,CS-,early,102,-0.0517166387773757
ptsd,retrieval,A6m,CS-,early,103,-0.20569362895441512
ptsd,retrieval,A6m,CS-,early,104,0.08750165254873454
ptsd,retrieval,A6m,CS-,early,105,-0.052061117764003
ptsd,retrieval,A6m,CS-,early,106,0.322498385143321
ptsd,retrieval,A6m,CS-,early,107,0.4838642672873086
ptsd,retrieval,A6m,CS-,early,108,0.5557238137100554
ptsd,retrieval,A6m,CS-,early,109,0.012072778882872585
ptsd,retrieval,A6m,CS-,early,110,0.11430556338096134
ptsd,retrieval,A6m,CS-,early,111,-0.01900033796039581
ptsd,retrieval,A6m,CS-,early,112,0.22545677811380996
ptsd,retrieval,A6m,CS-,early,113,0.701230422806217
ptsd,retrieval,A6m,CS-,early,114,0.11891224229258997
ptsd,retrieval,A6m,CS-,early,115,0.16533815805466398
ptsd,retrieval,A6m,CS-,early,116,0.5451191845323052
ptsd,retrieval,A6m,CS-,early,117,0.4647155220622285
ptsd,retrieval,A6m,CS-,early,118,-0.10992864809095562
ptsd,retrieval,A6m,CS-,early,121,0.06641652749559913
ptsd,retrieval,A6m,CS-,early,122,-0.3539305165641579
ptsd,retrieval,A6m,CS-,early,123,0.06049668934175011
ptsd,retrieval,A6m,CS-,early,124,0.12957942812950546
ptsd,retrieval,A6m,CS-,early,125,0.23982965778751705
ptsd,retrieval,hc_tail,CS-,early,101,-0.011513905410555029
ptsd,retrieval,hc_tail,CS-,early,102,-0.01018406136451419
ptsd,retrieval,hc_tail,CS-,early,103,0.07317671528650038
ptsd,retrieval,hc_tail,CS-,early,104,-0.002974957549929096
ptsd,retrieval,hc_tail,CS-,early,105,0.03799325172849074
ptsd,retrieval,hc_tail,CS-,early,106,0.04429458330526249
ptsd,retrieval,hc_tail,CS-,early,107,-0.01871739669021141
ptsd,retrieval,hc_tail,CS-,early,108,0.02063215761382123
ptsd,retrieval,hc_tail,CS-,early,109,0.006812484060307495
ptsd,retrieval,hc_tail,CS-,early,110,-0.010175477864534047
ptsd,retrieval,hc_tail,CS-,early,111,-0.09866006132073722
ptsd,retrieval,hc_tail,CS-,early,112,0.015306752371554273
ptsd,retrieval,hc_tail,CS-,early,113,-0.011011317547468166
ptsd,retrieval,hc_tail,CS-,early,114,-0.03365077129934532
ptsd,retrieval,hc_tail,CS-,early,115,0.016333945041773847
ptsd,retrieval,hc_tail,CS-,early,116,0.06204258785580501
ptsd,retrieval,hc_tail,CS-,early,117,0.14881414202551932
ptsd,retrieval,hc_tail,CS-,early,118,-0.005993298713274338
ptsd,retrieval,hc_tail,CS-,early,121,0.05771451929677602
ptsd,retrieval,hc_tail,CS-,early,122,-0.06806346355969017
ptsd,retrieval,hc_tail,CS-,early,123,0.04276993232306995
ptsd,retrieval,hc_tail,CS-,early,124,-0.03560368171210135
ptsd,retrieval,hc_tail,CS-,early,125,-0.02825630251719932
ptsd,retrieval,hc_body,CS-,early,101,-0.057120679051649685
ptsd,retrieval,hc_body,CS-,early,102,-0.010985332106429081
ptsd,retrieval,hc_body,CS-,early,103,-0.021900534443730333
ptsd,retrieval,hc_body,CS-,early,104,0.02492975307510285
ptsd,retrieval,hc_body,CS-,early,105,-0.015997273068596038
ptsd,retrieval,hc_body,CS-,early,106,-0.08689443739541836
ptsd,retrieval,hc_body,CS-,early,107,0.02944218707117692
ptsd,retrieval,hc_body,CS-,early,108,0.06569758802604511
ptsd,retrieval,hc_body,CS-,early,109,0.009690874081357492
ptsd,retrieval,hc_body,CS-,early,110,0.032236659805318146
ptsd,retrieval,hc_body,CS-,early,111,-0.01213163930322642
ptsd,retrieval,hc_body,CS-,early,112,-0.011761288161892055
ptsd,retrieval,hc_body,CS-,early,113,0.08529306546620061
ptsd,retrieval,hc_body,CS-,early,114,-0.014374175609518801
ptsd,retrieval,hc_body,CS-,early,115,-0.00765598417637153
ptsd,retrieval,hc_body,CS-,early,116,0.048742641050237165
ptsd,retrieval,hc_body,CS-,early,117,-0.0002190593717725925
ptsd,retrieval,hc_body,CS-,early,118,0.002164674274252844
ptsd,retrieval,hc_body,CS-,early,121,0.06804175089351658
ptsd,retrieval,hc_body,CS-,early,122,-0.19668440833457443
ptsd,retrieval,hc_body,CS-,early,123,-0.014215679721411238
ptsd,retrieval,hc_body,CS-,early,124,-0.011279365004951712
ptsd,retrieval,hc_body,CS-,early,125,0.08066722340087834
ptsd,retrieval,hc_head,CS-,early,101,-0.0014615086186508847
ptsd,retrieval,hc_head,CS-,early,102,0.010451004551295209
ptsd,retrieval,hc_head,CS-,early,103,0.007289940317676668
ptsd,retrieval,hc_head,CS-,early,104,0.00916466516948468
ptsd,retrieval,hc_head,CS-,early,105,-0.016458516662784837
ptsd,retrieval,hc_head,CS-,early,106,-0.031101428876510233
ptsd,retrieval,hc_head,CS-,early,107,0.06294342271708303
ptsd,retrieval,hc_head,CS-,early,108,0.020393913866670554
ptsd,retrieval,hc_head,CS-,early,109,0.12538098975900727
ptsd,retrieval,hc_head,CS-,early,110,-0.01337274890906681
ptsd,retrieval,hc_head,CS-,early,111,0.0009334670490891304
ptsd,retrieval,hc_head,CS-,early,112,0.013213129657844332
ptsd,retrieval,hc_head,CS-,early,113,0.002509027037970044
ptsd,retrieval,hc_head,CS-,early,114,0.041607674366854835
ptsd,retrieval,hc_head,CS-,early,115,0.07316628617299442
ptsd,retrieval,hc_head,CS-,early,116,0.10347196938814439
ptsd,retrieval,hc_head,CS-,early,117,0.03511230661683598
ptsd,retrieval,hc_head,CS-,early,118,0.02577896486179852
ptsd,retrieval,hc_head,CS-,early,121,0.020790722598846286
ptsd,retrieval,hc_head,CS-,early,122,-0.08256736468274167
ptsd,retrieval,hc_head,CS-,early,123,0.0007306461182497911
ptsd,retrieval,hc_head,CS-,early,124,0.028709978190585676
ptsd,retrieval,hc_head,CS-,early,125,-0.022463755448262127
ptsd,retrieval,amyg_bla,CS-,early,101,-0.04289377361240479
ptsd,retrieval,amyg_bla,CS-,early,102,0.030379973311970305
ptsd,retrieval,amyg_bla,CS-,early,103,0.007643540156560534
ptsd,retrieval,amyg_bla,CS-,early,104,0.01082462777307184
ptsd,retrieval,amyg_bla,CS-,early,105,-0.037744480674942626
ptsd,retrieval,amyg_bla,CS-,early,106,0.0493877681962716
ptsd,retrieval,amyg_bla,CS-,early,107,-0.025016319540246752
ptsd,retrieval,amyg_bla,CS-,early,108,-0.004036812461736002
ptsd,retrieval,amyg_bla,CS-,early,109,0.037675875933003644
ptsd,retrieval,amyg_bla,CS-,early,110,-0.010162273559543048
ptsd,retrieval,amyg_bla,CS-,early,111,0.10121073273931425
ptsd,retrieval,amyg_bla,CS-,early,112,0.012349071103902735
ptsd,retrieval,amyg_bla,CS-,early,113,-0.03365452683355325
ptsd,retrieval,amyg_bla,CS-,early,114,0.008561949184643147
ptsd,retrieval,amyg_bla,CS-,early,115,0.009578873578358614
ptsd,retrieval,amyg_bla,CS-,early,116,0.0468284316462145
ptsd,retrieval,amyg_bla,CS-,early,117,-0.0012716428583518236
ptsd,retrieval,amyg_bla,CS-,early,118,-0.009840550460919303
ptsd,retrieval,amyg_bla,CS-,early,121,0.014696996112358838
ptsd,retrieval,amyg_bla,CS-,early,122,0.0007947880632845296
ptsd,retrieval,amyg_bla,CS-,early,123,0.023985208355992247
ptsd,retrieval,amyg_bla,CS-,early,124,-0.024115184760586238
ptsd,retrieval,amyg_bla,CS-,early,125,-0.06417043201312282
ptsd,retrieval,amyg_cem,CS-,early,101,-0.022350026327212
ptsd,retrieval,amyg_cem,CS-,early,102,-0.01804580774836641
ptsd,retrieval,amyg_cem,CS-,early,103,-0.0073843717542122584
ptsd,retrieval,amyg_cem,CS-,early,104,-0.0011264771449331712
ptsd,retrieval,amyg_cem,CS-,early,105,-0.05019730380856862
ptsd,retrieval,amyg_cem,CS-,early,106,0.028842800578701627
ptsd,retrieval,amyg_cem,CS-,early,107,0.033972236619627054
ptsd,retrieval,amyg_cem,CS-,early,108,0.01247000572581595
ptsd,retrieval,amyg_cem,CS-,early,109,-0.030741118580666676
ptsd,retrieval,amyg_cem,CS-,early,110,0.007120986950650644
ptsd,retrieval,amyg_cem,CS-,early,111,0.01542708030561092
ptsd,retrieval,amyg_cem,CS-,early,112,-0.015560429245788956
ptsd,retrieval,amyg_cem,CS-,early,113,0.031944572848290276
ptsd,retrieval,amyg_cem,CS-,early,114,-0.007354539732535597
ptsd,retrieval,amyg_cem,CS-,early,115,-0.003279933819445845
ptsd,retrieval,amyg_cem,CS-,early,116,0.006201178374936608
ptsd,retrieval,amyg_cem,CS-,early,117,0.051369106218059485
ptsd,retrieval,amyg_cem,CS-,early,118,-0.007852902307309593
ptsd,retrieval,amyg_cem,CS-,early,121,0.01931710836518273
ptsd,retrieval,amyg_cem,CS-,early,122,0.02443035888363336
ptsd,retrieval,amyg_cem,CS-,early,123,-0.022951812060521284
ptsd,retrieval,amyg_cem,CS-,early,124,0.021795082579272117
ptsd,retrieval,amyg_cem,CS-,early,125,4.3190506887645686e-05
ptsd,retrieval,A32sg,CS+,late,101,0.12830700276245943
ptsd,retrieval,A32sg,CS+,late,102,0.01743849568797381
ptsd,retrieval,A32sg,CS+,late,103,0.45213136428154144
ptsd,retrieval,A32sg,CS+,late,104,0.03583927032055853
ptsd,retrieval,A32sg,CS+,late,105,0.06029205188844869
ptsd,retrieval,A32sg,CS+,late,106,0.0793904197553961
ptsd,retrieval,A32sg,CS+,late,107,0.41008536047942346
ptsd,retrieval,A32sg,CS+,late,108,0.04532659173064851
ptsd,retrieval,A32sg,CS+,late,109,0.08150958636978459
ptsd,retrieval,A32sg,CS+,late,110,-0.027023197165239262
ptsd,retrieval,A32sg,CS+,late,111,0.0039046600163292625
ptsd,retrieval,A32sg,CS+,late,112,0.29471027376867337
ptsd,retrieval,A32sg,CS+,late,113,0.24207817550326277
ptsd,retrieval,A32sg,CS+,late,114,0.06241755540823508
ptsd,retrieval,A32sg,CS+,late,115,0.004816355924107157
ptsd,retrieval,A32sg,CS+,late,116,-0.011949527568935026
ptsd,retrieval,A32sg,CS+,late,117,0.10022689715711731
ptsd,retrieval,A32sg,CS+,late,118,-0.016016574196274037
ptsd,retrieval,A32sg,CS+,late,121,0.22797405651039743
ptsd,retrieval,A32sg,CS+,late,122,0.4203494983654516
ptsd,retrieval,A32sg,CS+,late,123,0.16716459981402124
ptsd,retrieval,A32sg,CS+,late,124,0.03702408402274118
ptsd,retrieval,A32sg,CS+,late,125,0.14536861879175286
ptsd,retrieval,A32p,CS+,late,101,0.16630299051928998
ptsd,retrieval,A32p,CS+,late,102,-0.015981876679261996
ptsd,retrieval,A32p,CS+,late,103,-0.040931694857602965
ptsd,retrieval,A32p,CS+,late,104,0.11787386852511705
ptsd,retrieval,A32p,CS+,late,105,0.27966509546962837
ptsd,retrieval,A32p,CS+,late,106,0.07450307528404959
ptsd,retrieval,A32p,CS+,late,107,0.14507448578789725
ptsd,retrieval,A32p,CS+,late,108,0.3722139492411708
ptsd,retrieval,A32p,CS+,late,109,-0.05140465357311021
ptsd,retrieval,A32p,CS+,late,110,0.3394231839835569
ptsd,retrieval,A32p,CS+,late,111,-0.0070666441783067135
ptsd,retrieval,A32p,CS+,late,112,0.1860762623250597
ptsd,retrieval,A32p,CS+,late,113,0.8358156487787235
ptsd,retrieval,A32p,CS+,late,114,0.0903581649171861
ptsd,retrieval,A32p,CS+,late,115,-0.17622102371821907
ptsd,retrieval,A32p,CS+,late,116,0.013064426447592765
ptsd,retrieval,A32p,CS+,late,117,0.5738737541859962
ptsd,retrieval,A32p,CS+,late,118,-0.1960203484597234
ptsd,retrieval,A32p,CS+,late,121,0.41845169576083424
ptsd,retrieval,A32p,CS+,late,122,0.32964579495703467
ptsd,retrieval,A32p,CS+,late,123,0.09002724992899998
ptsd,retrieval,A32p,CS+,late,124,0.07300161208511938
ptsd,retrieval,A32p,CS+,late,125,0.2085044067716172
ptsd,retrieval,A24cd,CS+,late,101,0.20012725116132893
ptsd,retrieval,A24cd,CS+,late,102,0.05578904538005467
ptsd,retrieval,A24cd,CS+,late,103,0.17361700092231097
ptsd,retrieval,A24cd,CS+,late,104,0.0323571995954286
ptsd,retrieval,A24cd,CS+,late,105,0.11601879533656913
ptsd,retrieval,A24cd,CS+,late,106,0.2310168300619934
ptsd,retrieval,A24cd,CS+,late,107,-0.04379672798157974
ptsd,retrieval,A24cd,CS+,late,108,0.37948539732001113
ptsd,retrieval,A24cd,CS+,late,109,0.0036931386831522963
ptsd,retrieval,A24cd,CS+,late,110,0.30165871399370225
ptsd,retrieval,A24cd,CS+,late,111,-0.012810872691649483
ptsd,retrieval,A24cd,CS+,late,112,0.14930856517426971
ptsd,retrieval,A24cd,CS+,late,113,0.08403483899768993
ptsd,retrieval,A24cd,CS+,late,114,0.00821392693919883
ptsd,retrieval,A24cd,CS+,late,115,-0.017698193090173023
ptsd,retrieval,A24cd,CS+,late,116,0.038992623913243506
ptsd,retrieval,A24cd,CS+,late,117,-0.20298194996596478
ptsd,retrieval,A24cd,CS+,late,118,-0.02532178092397676
ptsd,retrieval,A24cd,CS+,late,121,0.26680114589675014
ptsd,retrieval,A24cd,CS+,late,122,0.28183548343740167
ptsd,retrieval,A24cd,CS+,late,123,0.16996767461912213
ptsd,retrieval,A24cd,CS+,late,124,0.3715383718396612
ptsd,retrieval,A24cd,CS+,late,125,0.736850696976486
ptsd,retrieval,A24rv,CS+,late,101,0.03231604757638555
ptsd,retrieval,A24rv,CS+,late,102,0.008576488256779499
ptsd,retrieval,A24rv,CS+,late,103,0.14438118704608907
ptsd,retrieval,A24rv,CS+,late,104,0.03874277589349266
ptsd,retrieval,A24rv,CS+,late,105,-0.012624634297766042
ptsd,retrieval,A24rv,CS+,late,106,0.03721599207329219
ptsd,retrieval,A24rv,CS+,late,107,0.015422370504708238
ptsd,retrieval,A24rv,CS+,late,108,0.1528351263530704
ptsd,retrieval,A24rv,CS+,late,109,-0.1635173116786665
ptsd,retrieval,A24rv,CS+,late,110,0.034910288805182134
ptsd,retrieval,A24rv,CS+,late,111,-0.019142600581949783
ptsd,retrieval,A24rv,CS+,late,112,0.08001246433135127
ptsd,retrieval,A24rv,CS+,late,113,0.05393241152042704
ptsd,retrieval,A24rv,CS+,late,114,0.013376933896735046
ptsd,retrieval,A24rv,CS+,late,115,-0.025901174460413026
ptsd,retrieval,A24rv,CS+,late,116,0.02009528663293335
ptsd,retrieval,A24rv,CS+,late,117,-0.05040680537358228
ptsd,retrieval,A24rv,CS+,late,118,0.04683019826867129
ptsd,retrieval,A24rv,CS+,late,121,0.18488283250163973
ptsd,retrieval,A24rv,CS+,late,122,0.22974704179856875
ptsd,retrieval,A24rv,CS+,late,123,0.08314746847643129
ptsd,retrieval,A24rv,CS+,late,124,0.03758182937669934
ptsd,retrieval,A24rv,CS+,late,125,0.007271855268500561
ptsd,retrieval,A14m,CS+,late,101,0.3349672849012298
ptsd,retrieval,A14m,CS+,late,102,0.03830369141045138
ptsd,retrieval,A14m,CS+,late,103,0.20154524016896933
ptsd,retrieval,A14m,CS+,late,104,0.06375876510608464
ptsd,retrieval,A14m,CS+,late,105,0.23009747858165522
ptsd,retrieval,A14m,CS+,late,106,0.5135724302158198
ptsd,retrieval,A14m,CS+,late,107,0.6572310340805024
ptsd,retrieval,A14m,CS+,late,108,0.017992062136949472
ptsd,retrieval,A14m,CS+,late,109,0.17113803422151808
ptsd,retrieval,A14m,CS+,late,110,0.01890559691183499
ptsd,retrieval,A14m,CS+,late,111,0.004041268197579096
ptsd,retrieval,A14m,CS+,late,112,0.4882796251937535
ptsd,retrieval,A14m,CS+,late,113,0.2760328566285247
ptsd,retrieval,A14m,CS+,late,114,0.04803625610599991
ptsd,retrieval,A14m,CS+,late,115,0.03405920647106722
ptsd,retrieval,A14m,CS+,late,116,0.004074579866195074
ptsd,retrieval,A14m,CS+,late,117,0.08755765564708995
ptsd,retrieval,A14m,CS+,late,118,0.06158273749482676
ptsd,retrieval,A14m,CS+,late,121,0.38290425802156464
ptsd,retrieval,A14m,CS+,late,122,0.26113794504634247
ptsd,retrieval,A14m,CS+,late,123,0.04312741622399589
ptsd,retrieval,A14m,CS+,late,124,0.2927155222217625
ptsd,retrieval,A14m,CS+,late,125,0.235398845211765
ptsd,retrieval,A11m,CS+,late,101,0.042454695916698836
ptsd,retrieval,A11m,CS+,late,102,-0.006658807353647246
ptsd,retrieval,A11m,CS+,late,103,0.13322942980808014
ptsd,retrieval,A11m,CS+,late,104,0.07165285129708218
ptsd,retrieval,A11m,CS+,late,105,0.041960056557358114
ptsd,retrieval,A11m,CS+,late,106,0.3905175807077843
ptsd,retrieval,A11m,CS+,late,107,0.19493165812051857
ptsd,retrieval,A11m,CS+,late,108,-0.016440924712216847
ptsd,retrieval,A11m,CS+,late,109,0.0061394453628199385
ptsd,retrieval,A11m,CS+,late,110,-0.027726643613253645
ptsd,retrieval,A11m,CS+,late,111,0.032318258335877634
ptsd,retrieval,A11m,CS+,late,112,0.35043853705924594
ptsd,retrieval,A11m,CS+,late,113,0.17204405643252454
ptsd,retrieval,A11m,CS+,late,114,0.025845234908988515
ptsd,retrieval,A11m,CS+,late,115,-0.002609630312464544
ptsd,retrieval,A11m,CS+,late,116,-0.018154032308777605
ptsd,retrieval,A11m,CS+,late,117,0.03998488393318028
ptsd,retrieval,A11m,CS+,late,118,0.05592124278525647
ptsd,retrieval,A11m,CS+,late,121,0.46378331220565105
ptsd,retrieval,A11m,CS+,late,122,0.1194931278398102
ptsd,retrieval,A11m,CS+,late,123,0.08155399048062009
ptsd,retrieval,A11m,CS+,late,124,0.3251742804800912
ptsd,retrieval,A11m,CS+,late,125,0.3225694001130878
ptsd,retrieval,A13,CS+,late,101,0.07981228418964098
ptsd,retrieval,A13,CS+,late,102,-0.0004929976895066782
ptsd,retrieval,A13,CS+,late,103,0.04084917820667315
ptsd,retrieval,A13,CS+,late,104,0.00839180743080031
ptsd,retrieval,A13,CS+,late,105,0.050766910208983704
ptsd,retrieval,A13,CS+,late,106,-0.00584854789859554
ptsd,retrieval,A13,CS+,late,107,0.014482642611076159
ptsd,retrieval,A13,CS+,late,108,0.02348236647332404
ptsd,retrieval,A13,CS+,late,109,0.0017907175459674545
ptsd,retrieval,A13,CS+,late,110,-0.007519052256774662
ptsd,retrieval,A13,CS+,late,111,0.038124521728204665
ptsd,retrieval,A13,CS+,late,112,0.07379344219321143
ptsd,retrieval,A13,CS+,late,113,0.09015922369638202
ptsd,retrieval,A13,CS+,late,114,0.005610716626996881
ptsd,retrieval,A13,CS+,late,115,0.0298257301033703
ptsd,retrieval,A13,CS+,late,116,0.013068145420364774
ptsd,retrieval,A13,CS+,late,117,0.052239871252701305
ptsd,retrieval,A13,CS+,late,118,0.01150693121993972
ptsd,retrieval,A13,CS+,late,121,0.041185683495562946
ptsd,retrieval,A13,CS+,late,122,0.11509882588851207
ptsd,retrieval,A13,CS+,late,123,0.003298737643594379
ptsd,retrieval,A13,CS+,late,124,0.15676142743120725
ptsd,retrieval,A13,CS+,late,125,0.09858831627602398
ptsd,retrieval,A10m,CS+,late,101,0.17449224865951518
ptsd,retrieval,A10m,CS+,late,102,0.021235927479154794
ptsd,retrieval,A10m,CS+,late,103,0.21805423109390898
ptsd,retrieval,A10m,CS+,late,104,0.06350438358579019
ptsd,retrieval,A10m,CS+,late,105,0.06970528642053447
ptsd,retrieval,A10m,CS+,late,106,0.3881830824660586
ptsd,retrieval,A10m,CS+,late,107,0.1102627036266628
ptsd,retrieval,A10m,CS+,late,108,0.07773479462784333
ptsd,retrieval,A10m,CS+,late,109,0.12081065287288656
ptsd,retrieval,A10m,CS+,late,110,-0.076664794263002
ptsd,retrieval,A10m,CS+,late,111,0.0138888720287479
ptsd,retrieval,A10m,CS+,late,112,0.24759418687180387
ptsd,retrieval,A10m,CS+,late,113,0.5269714028040069
ptsd,retrieval,A10m,CS+,late,114,0.01119411591434822
ptsd,retrieval,A10m,CS+,late,115,0.07164562537595254
ptsd,retrieval,A10m,CS+,late,116,0.0175604515601155
ptsd,retrieval,A10m,CS+,late,117,0.16525964498469028
ptsd,retrieval,A10m,CS+,late,118,0.04690705722917026
ptsd,retrieval,A10m,CS+,late,121,0.1384196727658645
ptsd,retrieval,A10m,CS+,late,122,0.2447347270373463
ptsd,retrieval,A10m,CS+,late,123,0.06168145473373759
ptsd,retrieval,A10m,CS+,late,124,0.03343579085345685
ptsd,retrieval,A10m,CS+,late,125,0.5199466262358277
ptsd,retrieval,A9m,CS+,late,101,0.13173229006558007
ptsd,retrieval,A9m,CS+,late,102,-0.011150069563968539
ptsd,retrieval,A9m,CS+,late,103,0.13288608229800478
ptsd,retrieval,A9m,CS+,late,104,0.06726925404259726
ptsd,retrieval,A9m,CS+,late,105,0.3410704335010635
ptsd,retrieval,A9m,CS+,late,106,0.20470677238297919
ptsd,retrieval,A9m,CS+,late,107,-0.07402763666284246
ptsd,retrieval,A9m,CS+,late,108,0.0650178334227413
ptsd,retrieval,A9m,CS+,late,109,-0.009148058639730925
ptsd,retrieval,A9m,CS+,late,110,0.17409058572863362
ptsd,retrieval,A9m,CS+,late,111,0.024449954554902453
ptsd,retrieval,A9m,CS+,late,112,-0.14860828444683083
ptsd,retrieval,A9m,CS+,late,113,0.5840452105610107
ptsd,retrieval,A9m,CS+,late,114,0.00508828391105778
ptsd,retrieval,A9m,CS+,late,115,0.04704829515398255
ptsd,retrieval,A9m,CS+,late,116,0.023508224358520232
ptsd,retrieval,A9m,CS+,late,117,0.35207335675103973
ptsd,retrieval,A9m,CS+,late,118,-0.16665392866618375
ptsd,retrieval,A9m,CS+,late,121,0.3518980860569324
ptsd,retrieval,A9m,CS+,late,122,-0.28210938751524645
ptsd,retrieval,A9m,CS+,late,123,0.1739480601145392
ptsd,retrieval,A9m,CS+,late,124,0.15280289494035873
ptsd,retrieval,A9m,CS+,late,125,0.13492449506188614
ptsd,retrieval,A8m,CS+,late,101,0.9057357020847093
ptsd,retrieval,A8m,CS+,late,102,0.14926695355556524
ptsd,retrieval,A8m,CS+,late,103,0.2934993135196241
ptsd,retrieval,A8m,CS+,late,104,0.043872261211397895
ptsd,retrieval,A8m,CS+,late,105,0.24447666111857785
ptsd,retrieval,A8m,CS+,late,106,0.622036177434326
ptsd,retrieval,A8m,CS+,late,107,0.23929398958838416
ptsd,retrieval,A8m,CS+,late,108,0.48018460336908514
ptsd,retrieval,A8m,CS+,late,109,0.013225693849346
ptsd,retrieval,A8m,CS+,late,110,0.5329233559825673
ptsd,retrieval,A8m,CS+,late,111,0.03924521800772299
ptsd,retrieval,A8m,CS+,late,112,0.32997471041215864
ptsd,retrieval,A8m,CS+,late,113,0.5506195789746695
ptsd,retrieval,A8m,CS+,late,114,0.1019551636064673
ptsd,retrieval,A8m,CS+,late,115,0.02694999014410301
ptsd,retrieval,A8m,CS+,late,116,0.18389154514337103
ptsd,retrieval,A8m,CS+,late,117,0.10557956584820721
ptsd,retrieval,A8m,CS+,late,118,-0.03241645051893512
ptsd,retrieval,A8m,CS+,late,121,0.14863878780294326
ptsd,retrieval,A8m,CS+,late,122,-0.030882733666297273
ptsd,retrieval,A8m,CS+,late,123,0.16563257096487927
ptsd,retrieval,A8m,CS+,late,124,0.2682175589676085
ptsd,retrieval,A8m,CS+,late,125,-0.025142672971892783
ptsd,retrieval,A6m,CS+,late,101,0.20142201340175778
ptsd,retrieval,A6m,CS+,late,102,0.03406547013443303
ptsd,retrieval,A6m,CS+,late,103,-0.0629213649011521
ptsd,retrieval,A6m,CS+,late,104,0.07454422622610501
ptsd,retrieval,A6m,CS+,late,105,0.09888261966279159
ptsd,retrieval,A6m,CS+,late,106,0.17668003510058133
ptsd,retrieval,A6m,CS+,late,107,0.5869637658900247
ptsd,retrieval,A6m,CS+,late,108,0.34844713625667456
ptsd,retrieval,A6m,CS+,late,109,0.03140938121435778
ptsd,retrieval,A6m,CS+,late,110,0.12780320618987767
ptsd,retrieval,A6m,CS+,late,111,0.03204118376930501
ptsd,retrieval,A6m,CS+,late,112,0.21843880111549552
ptsd,retrieval,A6m,CS+,late,113,0.319102697519779
ptsd,retrieval,A6m,CS+,late,114,-0.003690884971232237
ptsd,retrieval,A6m,CS+,late,115,0.009499048735989751
ptsd,retrieval,A6m,CS+,late,116,0.34082391333105005
ptsd,retrieval,A6m,CS+,late,117,-0.15160130959548662
ptsd,retrieval,A6m,CS+,late,118,-0.12496479749032506
ptsd,retrieval,A6m,CS+,late,121,0.12753593653543988
ptsd,retrieval,A6m,CS+,late,122,-0.2831604156220615
ptsd,retrieval,A6m,CS+,late,123,0.04184069826047558
ptsd,retrieval,A6m,CS+,late,124,0.13680100407402562
ptsd,retrieval,A6m,CS+,late,125,0.09797376036597098
ptsd,retrieval,hc_tail,CS+,late,101,-0.003352989661384987
ptsd,retrieval,hc_tail,CS+,late,102,0.021510119506191284
ptsd,retrieval,hc_tail,CS+,late,103,-0.0420514261299307
ptsd,retrieval,hc_tail,CS+,late,104,-0.0025018935342846246
ptsd,retrieval,hc_tail,CS+,late,105,0.06884753338117518
ptsd,retrieval,hc_tail,CS+,late,106,-0.0041646686519984915
ptsd,retrieval,hc_tail,CS+,late,107,0.0075118979207339474
ptsd,retrieval,hc_tail,CS+,late,108,-0.02751092500276854
ptsd,retrieval,hc_tail,CS+,late,109,0.062246285147150235
